locus	chrom	source	feature	start	end	score	strand	frame	category	nfeats	name	cov	length
HML2_16_0867	chr16	merged	gene	8228762	8229730	.	-	.	sololtr	1	HML2_0867	968	968
HML2_16_0868	chr16	merged	gene	10923305	10924342	.	-	.	sololtr	1	HML2_0868	1037	1037
HML2_16_0869	chr16	merged	gene	14730003	14730963	.	-	.	sololtr	1	HML2_0869	960	960
HML2_16_0870	chr16	merged	gene	21233107	21234069	.	-	.	sololtr	1	HML2_0870	962	962
HML2_16_0871	chr16	merged	gene	23610804	23611764	.	+	.	sololtr	1	HML2_0871	960	960
HML2_16_0872	chr16	merged	gene	29751561	29752546	.	+	.	sololtr	1	HML2_0872	985	985
HML2_16_0873	chr16	merged	gene	31516018	31516848	.	+	.	sololtr	1	HML2_0873	830	830
HML2_16_0874	chr16	merged	gene	32241425	32242160	.	+	.	sololtr	1	HML2_0874	735	735
HML2_16_0875	chr16	merged	gene	32709914	32710649	.	-	.	sololtr	1	HML2_0875	735	735
HML2_16_0876	chr16	merged	gene	33182389	33183124	.	+	.	sololtr	1	HML2_0876	735	735
HML2_16_0877	chr16	merged	gene	33946552	33947565	.	+	.	sololtr	1	HML2_0877	1013	1013
HML2_16p11.2	chr16	merged	gene	34231396	34234142	.	+	.	oneside	3	HML2_0878	2747	2746
HML2_16_0879	chr16	merged	gene	34387807	34388827	.	+	.	sololtr	1	HML2_0879	1020	1020
HML2_16_0880	chr16	merged	gene	34438948	34439953	.	+	.	sololtr	1	HML2_0880	1005	1005
HML2_16_0881	chr16	merged	gene	34863179	34864176	.	+	.	sololtr	1	HML2_0881	997	997
HML2_16_0882	chr16	merged	gene	35157585	35158152	.	-	.	sololtr	1	HML2_0882	567	567
HML2_16_0883	chr16	merged	gene	35189925	35190893	.	-	.	sololtr	1	HML2_0883	968	968
HML2_16_0884	chr16	merged	gene	47898369	47899337	.	+	.	sololtr	1	HML2_0884	968	968
HML2_16_0885	chr16	merged	gene	66661631	66662639	.	-	.	sololtr	1	HML2_0885	1008	1008
HML2_16_0886	chr16	merged	gene	66989277	66990306	.	-	.	sololtr	1	HML2_0886	1029	1029
HML2_16_0887	chr16	merged	gene	74833301	74834258	.	-	.	sololtr	1	HML2_0887	957	957
HML2_16_0888	chr16	merged	gene	75848902	75850194	.	-	.	sololtr	2	HML2_0888	989	1292
HML2_16_0890	chr16	merged	gene	83912790	83913787	.	-	.	sololtr	1	HML2_0890	997	997
HML2_17_0891	chr17	merged	gene	4977974	4978941	.	-	.	sololtr	1	HML2_0891	967	967
HML2_17_0893	chr17	merged	gene	6549702	6550680	.	+	.	sololtr	1	HML2_0893	978	978
HML2_17_0894	chr17	merged	gene	6991651	6992952	.	+	.	sololtr	2	HML2_0894	990	1301
HML2_17_0895	chr17	merged	gene	7062390	7063376	.	+	.	sololtr	1	HML2_0895	986	986
HML2_17p13.1	chr17	merged	gene	7959654	7967219	.	+	.	oneside	5	HML2_0896	5942	7565
HML2_17_0897	chr17	merged	gene	16303162	16304440	.	+	.	sololtr	2	HML2_0897	1023	1278
HML2_17_0898	chr17	merged	gene	16738193	16739171	.	-	.	sololtr	1	HML2_0898	978	978
HML2_17_0899	chr17	merged	gene	17514241	17515198	.	-	.	sololtr	1	HML2_0899	957	957
HML2_17_0900	chr17	merged	gene	18206277	18207254	.	+	.	sololtr	1	HML2_0900	977	977
HML2_17_0901	chr17	merged	gene	18340197	18341172	.	+	.	sololtr	1	HML2_0901	975	975
HML2_17_0902	chr17	merged	gene	19408270	19409235	.	-	.	sololtr	1	HML2_0902	965	965
HML2_17_0903	chr17	merged	gene	19423023	19424027	.	+	.	sololtr	1	HML2_0903	1004	1004
HML2_17_0904	chr17	merged	gene	20409862	20410837	.	-	.	sololtr	1	HML2_0904	975	975
HML2_17_0905	chr17	merged	gene	21756235	21757224	.	+	.	sololtr	1	HML2_0905	989	989
HML2_17_0906	chr17	merged	gene	28890407	28891179	.	-	.	sololtr	1	HML2_0906	772	772
HML2_17_0907	chr17	merged	gene	28921461	28922356	.	-	.	sololtr	1	HML2_0907	895	895
HML2_17_0909	chr17	merged	gene	29027058	29028026	.	-	.	sololtr	1	HML2_0909	968	968
HML2_17_0911	chr17	merged	gene	34467437	34468409	.	+	.	sololtr	1	HML2_0911	972	972
HML2_17_0912	chr17	merged	gene	41432321	41433281	.	+	.	sololtr	1	HML2_0912	960	960
HML2_17_0913	chr17	merged	gene	44360979	44361947	.	-	.	sololtr	1	HML2_0913	968	968
HML2_17_0914	chr17	merged	gene	52278934	52279902	.	+	.	sololtr	1	HML2_0914	968	968
HML2_17_0916	chr17	merged	gene	57367467	57368278	.	-	.	sololtr	1	HML2_0916	811	811
HML2_17_0917	chr17	merged	gene	62926139	62927101	.	+	.	sololtr	1	HML2_0917	962	962
HML2_17_0918	chr17	merged	gene	65322961	65323887	.	-	.	sololtr	1	HML2_0918	926	926
HML2_17_0919	chr17	merged	gene	66600132	66601092	.	-	.	sololtr	1	HML2_0919	960	960
HML2_17_0920	chr17	merged	gene	78525007	78525976	.	-	.	sololtr	1	HML2_0920	969	969
HML2_17_0921	chr17	merged	gene	80702407	80703373	.	-	.	sololtr	1	HML2_0921	966	966
HML2_18_0922	chr18	merged	gene	90213	91194	.	-	.	sololtr	1	HML2_0922	981	981
HML2_18_0923	chr18	merged	gene	2000814	2001782	.	-	.	sololtr	1	HML2_0923	968	968
HML2_18_0924	chr18	merged	gene	4917277	4918246	.	-	.	sololtr	1	HML2_0924	969	969
HML2_18_0925	chr18	merged	gene	15343745	15344756	.	-	.	sololtr	1	HML2_0925	1011	1011
HML2_18_0926	chr18	merged	gene	23781798	23782766	.	-	.	sololtr	1	HML2_0926	968	968
HML2_18_0927	chr18	merged	gene	24507240	24508203	.	-	.	sololtr	1	HML2_0927	963	963
HML2_18_0929	chr18	merged	gene	29390463	29391445	.	+	.	sololtr	1	HML2_0929	982	982
HML2_18_0930	chr18	merged	gene	38763831	38764801	.	+	.	sololtr	1	HML2_0930	970	970
HML2_18_0931	chr18	merged	gene	43668275	43669391	.	+	.	sololtr	2	HML2_0931	1045	1116
HML2_18_0932	chr18	merged	gene	47930564	47931541	.	-	.	sololtr	1	HML2_0932	977	977
HML2_18q21.33	chr18	merged	gene	61519059	61520568	.	.	.	oneside	2	HML2_0933	1505	1509
HML2_18_0934	chr18	merged	gene	64744019	64744989	.	-	.	sololtr	1	HML2_0934	970	970
HML2_18_0935	chr18	merged	gene	65772478	65773445	.	-	.	sololtr	1	HML2_0935	967	967
HML2_18_0936	chr18	merged	gene	66609505	66610470	.	-	.	sololtr	1	HML2_0936	965	965
HML2_18_0937	chr18	merged	gene	66710088	66711057	.	-	.	sololtr	1	HML2_0937	969	969
HML2_18_0938	chr18	merged	gene	68146360	68147383	.	+	.	sololtr	1	HML2_0938	1023	1023
HML2_18_0939	chr18	merged	gene	77720165	77721063	.	+	.	sololtr	1	HML2_0939	898	898
HML2_19p13.3	chr19	merged	gene	385094	387637	.	+	.	oneside	2	HML2_0942	2544	2543
HML2_19_0943	chr19	merged	gene	8379775	8380698	.	+	.	sololtr	1	HML2_0943	923	923
HML2_19_0944	chr19	merged	gene	9787473	9788435	.	-	.	sololtr	1	HML2_0944	962	962
HML2_19_0945	chr19	merged	gene	9807698	9809755	.	+	.	sololtr	2	HML2_0945	991	2057
HML2_19_0946	chr19	merged	gene	9894741	9895741	.	-	.	sololtr	2	HML2_0946	1001	1000
HML2_19_0947	chr19	merged	gene	9900033	9900972	.	-	.	sololtr	1	HML2_0947	939	939
HML2_19_0948	chr19	merged	gene	12000432	12001420	.	-	.	sololtr	1	HML2_0948	988	988
HML2_19_0949	chr19	merged	gene	12342649	12343605	.	-	.	sololtr	1	HML2_0949	956	956
HML2_19_0951	chr19	merged	gene	15893406	15894403	.	-	.	sololtr	1	HML2_0951	997	997
HML2_19_0952	chr19	merged	gene	18513277	18514273	.	+	.	sololtr	1	HML2_0952	996	996
HML2_19_0953	chr19	merged	gene	20066311	20067297	.	+	.	sololtr	1	HML2_0953	986	986
HML2_19_0954	chr19	merged	gene	20072397	20073391	.	+	.	sololtr	1	HML2_0954	994	994
HML2_19_0955	chr19	merged	gene	20193150	20194109	.	+	.	sololtr	1	HML2_0955	959	959
HML2_19_0956	chr19	merged	gene	20267146	20268109	.	-	.	sololtr	1	HML2_0956	963	963
HML2_19p12a	chr19	merged	gene	20387399	20397512	.	+	.	canonical	6	HML2_0958	9390	10113
HML2_19_0959	chr19	merged	gene	20649136	20650105	.	+	.	sololtr	1	HML2_0959	969	969
HML2_19_0960	chr19	merged	gene	21144364	21145353	.	+	.	sololtr	1	HML2_0960	989	989
HML2_19_0961	chr19	merged	gene	21750743	21751713	.	+	.	sololtr	1	HML2_0961	970	970
HML2_19_0962	chr19	merged	gene	21803025	21804042	.	-	.	sololtr	1	HML2_0962	1017	1017
HML2_19_0963	chr19	merged	gene	22466363	22467305	.	+	.	sololtr	1	HML2_0963	942	942
HML2_19p12b	chr19	merged	gene	22757823	22764561	.	+	.	canonical	5	HML2_0965	6739	6738
HML2_19_0966	chr19	merged	gene	23260545	23261567	.	+	.	sololtr	1	HML2_0966	1022	1022
HML2_19_0967	chr19	merged	gene	23459829	23461346	.	-	.	sololtr	2	HML2_0967	998	1517
HML2_19_0968	chr19	merged	gene	23875489	23876388	.	+	.	sololtr	1	HML2_0968	899	899
HML2_19_0969	chr19	merged	gene	23906459	23907426	.	-	.	sololtr	1	HML2_0969	967	967
HML2_19q11	chr19	merged	gene	28128497	28137361	.	-	.	oneside	3	HML2_0970	8555	8864
HML2_19_0972	chr19	merged	gene	28305161	28306460	.	+	.	sololtr	2	HML2_0972	954	1299
HML2_19_0973	chr19	merged	gene	28621536	28622505	.	+	.	sololtr	1	HML2_0973	969	969
HML2_19_0974	chr19	merged	gene	29180218	29181187	.	-	.	sololtr	1	HML2_0974	969	969
HML2_19_0975	chr19	merged	gene	35411081	35412022	.	+	.	sololtr	1	HML2_0975	941	941
HML2_19_0976	chr19	merged	gene	35620256	35621251	.	+	.	sololtr	1	HML2_0976	995	995
HML2_19q13.12a	chr19	merged	gene	36063206	36067434	.	-	.	oneside	3	HML2_0977	3897	4228
HML2_19_0978	chr19	merged	gene	36724258	36725234	.	-	.	sololtr	1	HML2_0978	976	976
HML2_19_0979	chr19	merged	gene	36738022	36738826	.	-	.	sololtr	2	HML2_0979	805	804
HML2_19_0980	chr19	merged	gene	36823070	36824038	.	-	.	sololtr	1	HML2_0980	968	968
HML2_19_0981	chr19	merged	gene	37290500	37291709	.	+	.	sololtr	2	HML2_0981	926	1209
HML2_19_0982	chr19	merged	gene	37497060	37498022	.	+	.	sololtr	1	HML2_0982	962	962
HML2_19q13.12b	chr19	merged	gene	37597548	37607066	.	-	.	canonical	3	HML2_0983	9519	9518
HML2_19_0984	chr19	merged	gene	37743295	37743876	.	-	.	sololtr	1	HML2_0984	581	581
HML2_19_0985	chr19	merged	gene	37811689	37812580	.	+	.	sololtr	1	HML2_0985	891	891
HML2_19_0986	chr19	merged	gene	37822292	37823274	.	+	.	sololtr	1	HML2_0986	982	982
HML2_19_0987	chr19	merged	gene	37992646	37993620	.	-	.	sololtr	1	HML2_0987	974	974
HML2_19_0988	chr19	merged	gene	38020710	38021669	.	-	.	sololtr	1	HML2_0988	959	959
HML2_19_0989	chr19	merged	gene	38120851	38121813	.	-	.	sololtr	1	HML2_0989	962	962
HML2_19_0990	chr19	merged	gene	38356816	38357784	.	+	.	sololtr	1	HML2_0990	968	968
HML2_19_0991	chr19	merged	gene	39121778	39122729	.	-	.	sololtr	1	HML2_0991	951	951
HML2_19_0992	chr19	merged	gene	39970101	39971081	.	+	.	sololtr	1	HML2_0992	980	980
HML2_19_0993	chr19	merged	gene	40178988	40179994	.	-	.	sololtr	1	HML2_0993	1006	1006
HML2_19_0994	chr19	merged	gene	40465137	40466069	.	-	.	sololtr	1	HML2_0994	932	932
HML2_19_0995	chr19	merged	gene	41328528	41329514	.	+	.	sololtr	1	HML2_0995	986	986
HML2_19_0996	chr19	merged	gene	41428108	41429096	.	-	.	sololtr	1	HML2_0996	988	988
HML2_19_0997	chr19	merged	gene	41541949	41542978	.	-	.	sololtr	1	HML2_0997	1029	1029
HML2_19_0998	chr19	merged	gene	42050939	42051969	.	+	.	sololtr	1	HML2_0998	1030	1030
HML2_19_0999	chr19	merged	gene	44557262	44558251	.	-	.	sololtr	1	HML2_0999	989	989
HML2_19_1000	chr19	merged	gene	44784812	44785711	.	-	.	sololtr	1	HML2_1000	899	899
HML2_19_1001	chr19	merged	gene	45097417	45098385	.	+	.	sololtr	1	HML2_1001	968	968
HML2_19_1002	chr19	merged	gene	45142353	45143341	.	+	.	sololtr	1	HML2_1002	988	988
HML2_19_1003	chr19	merged	gene	47271628	47272625	.	+	.	sololtr	1	HML2_1003	997	997
HML2_19_1004	chr19	merged	gene	49392892	49396150	.	.	.	sololtr	3	HML2_1004	1956	3258
HML2_19_1005	chr19	merged	gene	49437229	49438003	.	.	.	sololtr	2	HML2_1005	775	774
HML2_19_1006	chr19	merged	gene	52371960	52372952	.	+	.	sololtr	1	HML2_1006	992	992
HML2_19_1007	chr19	merged	gene	52408944	52409914	.	+	.	sololtr	1	HML2_1007	970	970
HML2_19_1008	chr19	merged	gene	52411279	52413233	.	.	.	sololtr	3	HML2_1008	1955	1954
HML2_19_1009	chr19	merged	gene	52424403	52425390	.	+	.	sololtr	1	HML2_1009	987	987
HML2_19_1010	chr19	merged	gene	52428147	52429137	.	+	.	sololtr	1	HML2_1010	990	990
HML2_19_1011	chr19	merged	gene	52461034	52462029	.	+	.	sololtr	1	HML2_1011	995	995
HML2_19_1012	chr19	merged	gene	52463495	52464484	.	-	.	sololtr	1	HML2_1012	989	989
HML2_19_1013	chr19	merged	gene	52486214	52487198	.	+	.	sololtr	1	HML2_1013	984	984
HML2_19_1014	chr19	merged	gene	52527734	52528244	.	+	.	sololtr	1	HML2_1014	510	510
HML2_19_1015	chr19	merged	gene	52529465	52531292	.	+	.	sololtr	2	HML2_1015	1036	1827
HML2_19_1016	chr19	merged	gene	52546384	52547353	.	+	.	sololtr	1	HML2_1016	969	969
HML2_19_1017	chr19	merged	gene	52554974	52555944	.	+	.	sololtr	1	HML2_1017	970	970
HML2_19_1018	chr19	merged	gene	52842032	52842985	.	-	.	sololtr	1	HML2_1018	953	953
HML2_19_1019	chr19	merged	gene	52924208	52925171	.	-	.	sololtr	1	HML2_1019	963	963
HML2_19_1020	chr19	merged	gene	52987104	52989685	.	.	.	sololtr	2	HML2_1020	1591	2581
HML2_19_1021	chr19	merged	gene	53022171	53024504	.	.	.	sololtr	4	HML2_1021	2026	2333
HML2_19_1022	chr19	merged	gene	53061949	53062914	.	+	.	sololtr	1	HML2_1022	965	965
HML2_19_1023	chr19	merged	gene	53200992	53201959	.	-	.	sololtr	1	HML2_1023	967	967
HML2_19_1024	chr19	merged	gene	53226813	53227799	.	-	.	sololtr	1	HML2_1024	986	986
HML2_19q13.41	chr19	merged	gene	53243692	53253707	.	.	.	canonical	8	HML2_1025	7339	10015
HML2_19_1028	chr19	merged	gene	53350307	53351296	.	+	.	sololtr	1	HML2_1028	989	989
HML2_19_1029	chr19	merged	gene	53375577	53376873	.	-	.	sololtr	2	HML2_1029	1003	1296
HML2_19_1030	chr19	merged	gene	53435867	53437508	.	-	.	sololtr	3	HML2_1030	1032	1641
HML2_19_1031	chr19	merged	gene	53439307	53440288	.	+	.	sololtr	1	HML2_1031	981	981
HML2_19_1032	chr19	merged	gene	53447834	53448814	.	-	.	sololtr	1	HML2_1032	980	980
HML2_19_1033	chr19	merged	gene	53531160	53532133	.	-	.	sololtr	1	HML2_1033	973	973
HML2_19q13.42	chr19	merged	gene	53862347	53868044	.	+	.	oneside	3	HML2_1035	4693	5697
HML2_19_1036	chr19	merged	gene	53923783	53924740	.	+	.	sololtr	1	HML2_1036	957	957
HML2_19_1037	chr19	merged	gene	53947027	53948014	.	+	.	sololtr	1	HML2_1037	987	987
HML2_19_1038	chr19	merged	gene	53963191	53964167	.	-	.	sololtr	1	HML2_1038	976	976
HML2_19_1039	chr19	merged	gene	53971588	53972580	.	-	.	sololtr	1	HML2_1039	992	992
HML2_19_1040	chr19	merged	gene	54000894	54001852	.	+	.	sololtr	1	HML2_1040	958	958
HML2_19_1041	chr19	merged	gene	54341879	54342846	.	+	.	sololtr	1	HML2_1041	967	967
HML2_19_1042	chr19	merged	gene	55455103	55456032	.	+	.	sololtr	1	HML2_1042	929	929
HML2_19_1043	chr19	merged	gene	55461651	55462617	.	-	.	sololtr	1	HML2_1043	966	966
HML2_19_1044	chr19	merged	gene	55571057	55572057	.	+	.	sololtr	1	HML2_1044	1000	1000
HML2_19_1045	chr19	merged	gene	56229273	56230251	.	+	.	sololtr	1	HML2_1045	978	978
HML2_19_1046	chr19	merged	gene	57070700	57071654	.	-	.	sololtr	1	HML2_1046	954	954
HML2_19_1047	chr19	merged	gene	57197389	57198372	.	-	.	sololtr	1	HML2_1047	983	983
HML2_19_1048	chr19	merged	gene	58068075	58069068	.	+	.	sololtr	1	HML2_1048	993	993
HML2_19_1049	chr19	merged	gene	58321697	58322936	.	+	.	sololtr	2	HML2_1049	961	1239
HML2_19_1050	chr19	merged	gene	58334994	58335963	.	+	.	sololtr	1	HML2_1050	969	969
HML2_19_1051	chr19	merged	gene	58340330	58341323	.	+	.	sololtr	1	HML2_1051	993	993
HML2_19_1052	chr19	merged	gene	58524914	58526468	.	-	.	sololtr	2	HML2_1052	994	1554
HML2_20_1053	chr20	merged	gene	792478	793463	.	-	.	sololtr	1	HML2_1053	985	985
HML2_20_1054	chr20	merged	gene	3003585	3004541	.	+	.	sololtr	1	HML2_1054	956	956
HML2_20_1055	chr20	merged	gene	4014747	4015276	.	-	.	sololtr	1	HML2_1055	529	529
HML2_20_1056	chr20	merged	gene	5865651	5866643	.	+	.	sololtr	1	HML2_1056	992	992
HML2_20_1057	chr20	merged	gene	7936846	7937809	.	+	.	sololtr	1	HML2_1057	963	963
HML2_20_1058	chr20	merged	gene	15927310	15928306	.	-	.	sololtr	1	HML2_1058	996	996
HML2_20p11.21a	chr20	merged	gene	23674575	23675964	.	-	.	oneside	2	HML2_1059	1390	1389
HML2_20p11.21b	chr20	merged	gene	23736503	23737884	.	-	.	oneside	2	HML2_1060	1382	1381
HML2_20_1061	chr20	merged	gene	23809958	23810969	.	-	.	sololtr	1	HML2_1061	1011	1011
HML2_20_1062	chr20	merged	gene	23841231	23842195	.	-	.	sololtr	1	HML2_1062	964	964
HML2_20_1063	chr20	merged	gene	23963277	23964246	.	+	.	sololtr	1	HML2_1063	969	969
HML2_20_1064	chr20	merged	gene	25214473	25215438	.	-	.	sololtr	1	HML2_1064	965	965
HML2_20_1065	chr20	merged	gene	25221881	25222851	.	+	.	sololtr	1	HML2_1065	970	970
HML2_20_1066	chr20	merged	gene	25530978	25531969	.	-	.	sololtr	1	HML2_1066	991	991
HML2_20q11.22	chr20	merged	gene	32714749	32724384	.	+	.	canonical	8	HML2_1067	6756	9635
HML2_20_1069	chr20	merged	gene	32746413	32747355	.	+	.	sololtr	1	HML2_1069	942	942
HML2_20_1070	chr20	merged	gene	32839917	32840914	.	-	.	sololtr	1	HML2_1070	997	997
HML2_20_1071	chr20	merged	gene	33012804	33013798	.	+	.	sololtr	1	HML2_1071	994	994
HML2_20_1072	chr20	merged	gene	33849926	33850894	.	-	.	sololtr	1	HML2_1072	968	968
HML2_20_1073	chr20	merged	gene	35596238	35597209	.	+	.	sololtr	1	HML2_1073	971	971
HML2_20_1074	chr20	merged	gene	40599535	40600503	.	+	.	sololtr	1	HML2_1074	968	968
HML2_20_1075	chr20	merged	gene	54786836	54787837	.	-	.	sololtr	1	HML2_1075	1001	1001
HML2_20_1076	chr20	merged	gene	58616233	58617195	.	-	.	sololtr	1	HML2_1076	962	962
HML2_20_1077	chr20	merged	gene	62291042	62292027	.	-	.	sololtr	1	HML2_1077	985	985
HML2_21_1078	chr21	merged	gene	14396045	14397060	.	+	.	sololtr	1	HML2_1078	1015	1015
HML2_21_1079	chr21	merged	gene	15192200	15193169	.	+	.	sololtr	1	HML2_1079	969	969
HML2_21_1080	chr21	merged	gene	15653260	15654233	.	-	.	sololtr	1	HML2_1080	973	973
HML2_21_1081	chr21	merged	gene	19066536	19067501	.	-	.	sololtr	1	HML2_1081	965	965
HML2_21_1082	chr21	merged	gene	19305035	19306003	.	-	.	sololtr	1	HML2_1082	968	968
HML2_21q21.1	chr21	merged	gene	19933658	19941962	.	-	.	canonical	4	HML2_1083	8305	8304
HML2_21_1084	chr21	merged	gene	20475663	20476642	.	+	.	sololtr	1	HML2_1084	979	979
HML2_21_1085	chr21	merged	gene	34368607	34369595	.	+	.	sololtr	1	HML2_1085	988	988
HML2_21_1087	chr21	merged	gene	39944780	39945806	.	+	.	sololtr	1	HML2_1087	1026	1026
HML2_21_1088	chr21	merged	gene	42792795	42793763	.	-	.	sololtr	1	HML2_1088	968	968
HML2_21_1089	chr21	merged	gene	44567239	44568199	.	-	.	sololtr	1	HML2_1089	960	960
HML2_21_1090	chr21	merged	gene	45702742	45703660	.	-	.	sololtr	1	HML2_1090	918	918
HML2_22_1091	chr22	merged	gene	16125167	16126178	.	-	.	sololtr	1	HML2_1091	1011	1011
HML2_22_1093	chr22	merged	gene	17540023	17541058	.	+	.	sololtr	1	HML2_1093	1035	1035
HML2_22_1094	chr22	merged	gene	18758766	18759728	.	+	.	sololtr	1	HML2_1094	962	962
HML2_22q11.21	chr22	merged	gene	18926186	18935361	.	+	.	canonical	4	HML2_1095	9176	9175
HML2_22_1096	chr22	merged	gene	20363799	20364761	.	+	.	sololtr	1	HML2_1096	962	962
HML2_22_1097	chr22	merged	gene	20617807	20618769	.	-	.	sololtr	1	HML2_1097	962	962
HML2_22_1098	chr22	merged	gene	21447628	21448618	.	+	.	sololtr	1	HML2_1098	990	990
HML2_22_1099	chr22	merged	gene	21559790	21560752	.	+	.	sololtr	1	HML2_1099	962	962
HML2_22_1100	chr22	merged	gene	22991817	22992789	.	-	.	sololtr	1	HML2_1100	972	972
HML2_22_1177	chr22	merged	gene	23878248	23879437	.	+	.	sololtr	3	HML2_1177	1189	1189
HML2_22q11.23	chr22	merged	gene	23879926	23890615	.	+	.	canonical	5	HML2_1101	9355	10689
HML2_22_1102	chr22	merged	gene	24249270	24250236	.	+	.	sololtr	1	HML2_1102	966	966
HML2_22_1103	chr22	merged	gene	24606859	24607817	.	-	.	sololtr	1	HML2_1103	958	958
HML2_22_1104	chr22	merged	gene	25026412	25027378	.	-	.	sololtr	1	HML2_1104	966	966
HML2_22_1105	chr22	merged	gene	39407520	39408511	.	-	.	sololtr	1	HML2_1105	991	991
HML2_X_1107	chrX	merged	gene	167837	168808	.	-	.	sololtr	1	HML2_1107	971	971
HML2_X_1108	chrX	merged	gene	948281	948781	.	-	.	sololtr	1	HML2_1108	500	500
HML2_X_1109	chrX	merged	gene	1411180	1412105	.	-	.	sololtr	1	HML2_1109	925	925
HML2_X_1110	chrX	merged	gene	2018371	2019326	.	-	.	sololtr	1	HML2_1110	955	955
HML2_X_1111	chrX	merged	gene	17133133	17134100	.	-	.	sololtr	1	HML2_1111	967	967
HML2_X_1112	chrX	merged	gene	18864610	18865533	.	-	.	sololtr	1	HML2_1112	923	923
HML2_X_1113	chrX	merged	gene	18998007	18998972	.	+	.	sololtr	1	HML2_1113	965	965
HML2_X_1114	chrX	merged	gene	23677999	23678949	.	-	.	sololtr	1	HML2_1114	950	950
HML2_X_1115	chrX	merged	gene	26543583	26544557	.	-	.	sololtr	1	HML2_1115	974	974
HML2_X_1116	chrX	merged	gene	48413910	48414908	.	-	.	sololtr	1	HML2_1116	998	998
HML2_X_1117	chrX	merged	gene	55861645	55862641	.	-	.	sololtr	1	HML2_1117	996	996
HML2_X_1118	chrX	merged	gene	56024202	56025163	.	-	.	sololtr	1	HML2_1118	961	961
HML2_X_1119	chrX	merged	gene	57361596	57362974	.	-	.	sololtr	2	HML2_1119	969	1378
HML2_X_1120	chrX	merged	gene	58091754	58092738	.	-	.	sololtr	1	HML2_1120	984	984
HML2_Xq11.1	chrX	merged	gene	61959548	61962054	.	+	.	oneside	3	HML2_1121	2502	2506
HML2_Xq12	chrX	merged	gene	65684131	65686184	.	-	.	soloint	1	HML2_1122	2053	2053
HML2_X_1124	chrX	merged	gene	71953008	71953980	.	+	.	sololtr	1	HML2_1124	972	972
HML2_X_1125	chrX	merged	gene	77584433	77585120	.	+	.	sololtr	2	HML2_1125	688	687
HML2_X_1127	chrX	merged	gene	87227051	87228043	.	+	.	sololtr	1	HML2_1127	992	992
HML2_X_1128	chrX	merged	gene	89468329	89469281	.	+	.	sololtr	1	HML2_1128	952	952
HML2_X_1129	chrX	merged	gene	90205613	90206582	.	+	.	sololtr	1	HML2_1129	969	969
HML2_X_1130	chrX	merged	gene	90425264	90426295	.	+	.	sololtr	1	HML2_1130	1031	1031
HML2_X_1131	chrX	merged	gene	107620096	107620623	.	-	.	sololtr	1	HML2_1131	527	527
HML2_X_1134	chrX	merged	gene	122813497	122814482	.	+	.	sololtr	1	HML2_1134	985	985
HML2_X_1136	chrX	merged	gene	124913492	124914460	.	+	.	sololtr	1	HML2_1136	968	968
HML2_X_1137	chrX	merged	gene	126487919	126488927	.	+	.	sololtr	1	HML2_1137	1008	1008
HML2_X_1138	chrX	merged	gene	134164374	134165335	.	+	.	sololtr	1	HML2_1138	961	961
HML2_X_1139	chrX	merged	gene	134436664	134437627	.	-	.	sololtr	1	HML2_1139	963	963
HML2_X_1140	chrX	merged	gene	134540023	134540991	.	+	.	sololtr	1	HML2_1140	968	968
HML2_X_1141	chrX	merged	gene	137377939	137378908	.	-	.	sololtr	1	HML2_1141	969	969
HML2_X_1142	chrX	merged	gene	137415645	137416613	.	+	.	sololtr	1	HML2_1142	968	968
HML2_X_1143	chrX	merged	gene	138424073	138425047	.	-	.	sololtr	1	HML2_1143	974	974
HML2_X_1145	chrX	merged	gene	144802358	144803318	.	-	.	sololtr	1	HML2_1145	960	960
HML2_X_1146	chrX	merged	gene	148708199	148709190	.	-	.	sololtr	1	HML2_1146	991	991
HML2_X_1147	chrX	merged	gene	151298090	151299055	.	+	.	sololtr	1	HML2_1147	965	965
HML2_X_1148	chrX	merged	gene	153749371	153750391	.	+	.	sololtr	1	HML2_1148	1020	1020
HML2_Xq28a	chrX	merged	gene	153816921	153819590	.	+	.	oneside	3	HML2_1149	2545	2669
HML2_Xq28b	chrX	merged	gene	153836675	153844018	.	-	.	canonical	3	HML2_1150	7343	7343
HML2_X_1151	chrX	merged	gene	154138253	154139593	.	+	.	sololtr	2	HML2_1151	986	1340
HML2_Y_1152	chrY	merged	gene	117837	118808	.	-	.	sololtr	1	HML2_1152	971	971
HML2_Y_1153	chrY	merged	gene	898281	898781	.	-	.	sololtr	1	HML2_1153	500	500
HML2_Y_1154	chrY	merged	gene	1361180	1362105	.	-	.	sololtr	1	HML2_1154	925	925
HML2_Y_1155	chrY	merged	gene	1968371	1969326	.	-	.	sololtr	1	HML2_1155	955	955
HML2_Y_1156	chrY	merged	gene	3650473	3651427	.	+	.	sololtr	1	HML2_1156	954	954
HML2_Y_1157	chrY	merged	gene	4502063	4503094	.	+	.	sololtr	1	HML2_1157	1031	1031
HML2_Y_1158	chrY	merged	gene	6616929	6617896	.	+	.	sololtr	1	HML2_1158	967	967
HML2_Yp11.2	chrY	merged	gene	6826440	6833384	.	-	.	oneside	3	HML2_1159	6941	6944
HML2_Y_1160	chrY	merged	gene	7047905	7048864	.	+	.	sololtr	1	HML2_1160	959	959
HML2_Y_1161	chrY	merged	gene	7579378	7580345	.	+	.	sololtr	1	HML2_1161	967	967
